SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20200115|G2118P102|CCRC|411|CHINA CUSTOMER RELATIONS CTRS |10.53
20200115|G2120A101|CIFS|35495|CHINA INTERNET NATIONWIDE FINL|1.15
20200115|G2161P108|SXTC|2565|CHINA SXT PHARMACEUTICALS INC |0.93
20200115|G2956M104|JFK|7122|8I ENTERPRISES ACQUISITION COR|10.06
20200115|G2956M112|JFKKW|1000|8I ENTERPRISES ACQUISITION COR|0.38
20200115|G2956M120|JFKKR|1000|8I ENTERPRISES ACQUISITION COR|0.47
20200115|G3040R158|EDVMF|80|ENDEAVOUR MINING CORP SHS NEW |19.13
20200115|G3206V100|ESTR|5599|ESTRE AMBIENTAL IN SHS (CYM)|0.61
20200115|G3362K112|FLLC|2774|FELLAZO INC. USD ORD SHS (CYM)|9.97
20200115|G35947202|FLNG|5551|FLEX LNG LTD SHS NEW|9.89
20200115|G36738105|FDP|379|FRESH DEL MONTE PRODUCE(ORD)|34.05
20200115|G3682E192|FRO|17|FRONTLINE LTD (BMU)|12.40
20200115|G3704F110|FFHL|8300|FUWEI FILMS HOLDINGS CO LTD SH|3.18
20200115|G37585109|GLOG|46|GASLOG LTD COMMON SHS (BERMUDA|9.32
20200115|G3770A110|GLEOWS|8906|GALILEO ACQUISITION CORP.USD W|0.66
20200115|G3788M114|EROS|74945|EROS INTL PLC ORD SHS (IMN)|3.85
20200115|G4418R101|HEBT|76|HEBRON TECHNOLOGY CO LTD CLASS|7.55
20200115|G4481U106|HIHO|566|HIGHWAY HOLDINGS LTD|1.92
20200115|G4511M108|PSV|20129|HERMITAGE OFFSHORE SVCS LTD SH|1.08
20200115|G4603R122|HCCHW|8065|HL ACQUISITIONS CORP WT TO PUR|0.40
20200115|G46188101|HZNP|7251|HORIZON THERAPEUTICS PUB LTD C|38.40
20200115|G4705A100|ICLR|4215|ICON PLC ADR|169.54
20200115|G47567105|INFO|10|IHS MARKIT LTD (BMU)|79.06
20200115|G4760X102|INDO|2906|INDONESIA ENERGY CORP LTD USD |8.30
20200115|G48833118|WFTLF|281|WEATHERFORD INTL PLC ORD SHS N|34.00
20200115|G48833126|WFTUF|399|WEATHERFORD INTL PLC WT EXP (I|2.29
20200115|G4887W110|HHHH|1000|WEALTHBRIDGE ACQUISITION LTD|10.27
20200115|G54050102|LAZ|191|LAZARD LTD|44.15
20200115|G5494J103|LIN|2778|LINDE PLC SHS (IRL)|209.96
20200115|G56981106|LKCO|73754|LUOKUNG TECHNOLOGY CORP SHS|1.40
20200115|G5753U146|MHPRD|67|MAIDEN HOLDINGS LTD. PREFERRED|7.01
20200115|G5785G107|MNK|27921|MALLINCKRODT PUB LTD CO SHS (I|3.58
20200115|G6181K106|MTC|2494|MMTEC INC SHS|2.02
20200115|G6333L101|ITRM|11658|ITERUM THERAPEUTICS LTD|4.03
20200115|G6359F129|NBRPRA|1270|NABORS INDUSTRIES LTD PFD CONV|22.93
20200115|G637AM102|MYOV|404|MYOVANT SCIENCES LTD COM (BMU)|14.13
20200115|G6375R107|NESR|5000|NATIONAL ENERGY SVCS REUNITED |9.17
20200115|G6455A115|NFINW|140|NETFIN ACQUISITION CORP WT EXP|0.34
20200115|G6518L108|NLSN|139354|NIELSEN HLDGS PLC SHS EUR (GBR|20.42
20200115|G65773106|NAT|30|NORDIC AMERICAN TANKERS LTD SH|4.51
20200115|G67145113|OACWS|200|OAKTREE ACQUISITION CORP WT EX|1.00
20200115|G67145121|OACU|1200|OAKTREE ACQUISTION CORP (CYM) |10.31
20200115|G6856M114|OXBRW|224|OXBRIDGE RE HLDGS LTD WTS EXP |0.06
20200115|G7S00T104|PNR|265|PENTAIR PLC|45.58
20200115|G7T16G103|SPNS|99|SAPIENS INTL CORP NV NEW (CYM)|26.18
20200115|G7185A102|PTGEF|4000|PORTAGE BIOTECH INC. ORDINARY |0.12
20200115|G7457R122|RBZ|3156|REEBONZ HLDG LTD UDS ORD SHS N|1.10
20200115|G75130107|RPLA|35633|REPLAY ACQUISITION CORP (CYM) |10.09
20200115|G7606D115|RAHGF|56|ROAN HLDGS GROUP CO LTD USD OR|0.05
20200115|G7738W106|SFL|8978|SFL CORP LTD SH (BMU)|14.71
20200115|G7777C102|SROYF|5000|SAILFISH RTY CORP SHS (VGB)|0.58
20200115|G78516302|SCPEU|1000|SC HEALTH CORPUNIT 1 CL A & 1/|10.45
20200115|G80751129|SGOC|32|SGOCO GROUP LTD SHS NEW (CYM) |0.88
20200115|G81477104|SINA|644|SINA CORPORATION|44.22
20200115|G8675X107|TANH|1435|TANTECH HLDGS LTD COM STK (VGB|1.52
20200115|G88950103|TKKS|49807|TKK SYMPHONY ACQUISITION CORP |10.22
20200115|G88950137|TKKSR|312|TKK SYMPHONY ACQUISITION CORP |0.30
20200115|G9078F107|TRTN|115|TRITON INTL LTD CL A (BMU)|39.77
20200115|G9078F123|TRTNPRA|1546|TRITON INTL LTD 8.5% CUM RED P|28.08
20200115|G9402V109|VAL|125|VALARIS PLC SHS CL A (GBR)|6.13
20200115|G94184101|WAFU|6400|WAH FU ED GROUP LTD SHS (VGB) |2.35
20200115|G9456A100|GLNG|750|GOLAR LNG LTD (BERMUDA)|14.67
20200115|G9892K100|ZKIN|3051|ZK INTL GROUP CO LTD SHS (VGB)|1.56
20200115|H00263105|ACIU|238|AC IMMUNE SA SHS (CHE)|9.85
20200115|H01301128|ALC|27863|ALCON INC. ORDINARY SHARES (CH|60.15
20200115|H50430232|LOGI|1350|LOGITECH INTERNATIONAL S.A .OR|47.25
20200115|H8817H100|RIG|179167|TRANSOCEAN LTD (SWITZERLAND)|6.28
20200115|L0164E108|SONG|2744|AKAZOO S A SHS EURO|5.25
20200115|L0164E116|SONGW|102|AKAZOO S A WT EXP 09/11/2024|0.50
20200115|L0427L105|ATTO|3406|ATENTO S A ORD SHS (LUX)|2.88
20200115|L6388F110|TIGO|14453|MILLICOM INTL CELLULAR SA REG |46.69
20200115|L7257P205|PACD|1066|PACIFIC DRILLING S.A., LUXEMBO|3.99
20200115|L8681T102|SPOT|18850|SPOTIFY TECHNOLOGY S A SHS (LU|149.40
20200115|M20115180|BOSC|147|BOS BETTER ONLINE SOLUTIONS LT|2.21
20200115|M22465104|CHKP|1119|CHECK POINT SOFTWR TECHNLS LTD|113.68
20200115|M25722105|CGEN|542|COMPUGEN LTD|5.83
20200115|M2682V108|CYBR|63098|CYBERARK SOFTWARE LTD. ORDINAR|136.81
20200115|M4R82T106|FVRR|4421|FIVERR INTL LTD ORD SHS (ISR) |25.50
20200115|M40184208|ELTK|2660|ELTEK LTD PETACH TIKVA ISRAEL |3.79
20200115|M4130Y106|ENLV|38001|ENLIVEX THERAPEUTICS LTD COM O|9.60
20200115|M46135105|FOMX|17623|FOAMIX PHARMACEUTICALS LTD ORD|4.28
20200115|M47238106|GLMD|744|GALMED PHARMACEUTICALS LTD. SH|6.67
20200115|M47364100|GMDA|625|GAMIDA CELL LTD (ISR)|4.53
20200115|M52514102|HAIPF|32|HADERA PAPER LTD SHS (ISRAEL) |42.81
20200115|M5425M103|INMD|227847|INMODE LTD SHS|41.49
20200115|M5920A109|ICL|1519|ISRAEL CHEMICALS LTD (ISRAEL) |4.69
20200115|M81863124|RADA|3408|RADA ELECTRONIC INDUSTRIES LTD|6.32
20200115|M85548101|SSYS|5741|STRATASYS LTD ORD SHS (ISRAEL)|21.02
20200115|M8694L103|SLGL|3383|SOL-GEL TECHNOLOGIES LTD SHS (|14.73
20200115|M8791A109|OTIVF|14363|ON TRACK INNOVATIONS LTD|0.34
20200115|M8893U102|TUFN|3000|TUFIN SOFTWARE TECHNOLOGIES LT|14.21
20200115|M96883109|VBLT|263|VASCULAR BIOGENICS LTD ORD SHS|1.45
20200115|M98068105|WIX|942|WIX.COM LTD ORDINARY SHS|142.74
20200115|N14506104|ESTC|5059|ELASTIC N V USD SHS (NLD)|70.67
20200115|N1976T109|CNTG|42|CENTOGENE N V COM SHS USD (NLD|14.49
20200115|N31738102|FCAU|13716|FIAT CHRYSLER AUTOMOBILES N V |14.06
20200115|N43837108|ICTSF|1000|ICTS INTERNATIONAL NV|3.10
20200115|N44821101|IFRX|5758|INFLARX N V COM (NLD)|4.08
20200115|N59465109|MYL|39431|MYLAN N V SHS EURO|21.20
20200115|N97284108|YNDX|2900|YANDEX N V CL A ORD SHS (NLD) |43.53
20200115|P5626F128|IFS|4|INTERCORP FINL SVCS INC COM|40.30
20200115|Q6519T117|NAKD|873|NAKED BRAND GROUP LTD SHS NEW |1.27
20200115|Y2066G104|DSX|16550|DIANA SHIPPING INC.|3.08
20200115|Y2106R110|LPG|100|DORIAN LPG LTD COM STK (MHL)|15.46
20200115|Y23592135|ESEA|28|EUROSEAS LTD SHS NEW 2019 (MHL|4.21
20200115|Y2687W124|GLOPPRB|323|GASLOG PARTNERS LP PERP PREF U|25.27
20200115|Y2711Y112|GIGM|2715|GIGAMEDIA LIMITED ORD SHS NEW |2.33
20200115|Y3262R118|HMLPPRA|792|HOEGH LNG PARTNERS LP CUM RED |26.82
20200115|Y46002203|KBSF|215|KBS FASHION GROUP LTD COM NEW |2.19
20200115|Y48125101|KNOP|273|KNOT OFFSHORE PARTNERS LP COM |20.78
20200115|Y62151108|NMCI|8953|NAVIOS MARITIME CONTAINERS LP |1.86
20200115|Y62197119|NM|885|NAVIOS MARITIME HOLDINGS INC C|3.99
20200115|Y73760145|SHIPW|31694|SEANERGY MARITIME HOLDINGS CO |.
20200115|Y7388L137|SBPRD|570|SAFE BULKERS INC PERP PFD SER |22.83
20200115|Y75638141|SSWPRI|301|SEASPAN CORP FIXED/FLTG PERP P|27.56
20200115|Y8162K204|SBLK|208714|STAR BULK CARRIERS CORP SH PAR|10.89
20200115|Y81669106|GASS|102|STEALTHGAS INC|3.44
20200115|Y95308105|WVE|20884|WAVE LIFE SCIENCES LTD ORD SHS|7.85
20200115|000304105|AACAY|16901|AAC TECHNOLOGIES HOLDINGS INC |8.30
20200115|000307108|AACH|84|AAC HLDGS INC COM STK (NV)|0.63
20200115|000360206|AAON|4000|AAON INC|51.91
20200115|000375204|ABB|12076|ABB LTD ADS ( 1 REG SHS)|23.88
20200115|00080Q105|AAVMY|17898|ABN AMRO BK N V AMSTERDAM BRH |18.37
20200115|00090Q103|ADT|182|ADT INC DEL|6.40
20200115|00110G200|CHEP|123|AGF INVTS TR AGFIQ US MKT NEUT|20.37
20200115|00110G408|BTAL|7771|AGF INVTS TR AGFIQ US MKT NEUT|22.28
20200115|00123Q104|AGNC|961|AGNC INVT CORP COM|18.10
20200115|00123Q500|AGNCN|833|AGNC INVT CORP DEP SHS REPSTG |26.28
20200115|001317205|AAGIY|23602|AIA GROUP LTD SPONSORED ADR HO|45.06
20200115|00162Q460|ACES|9080|ALPS ETF TR CLEAN ENERGY ETF|36.00
20200115|00162Q478|DTEC|881|ALPS ETF TR DISRUPTIVE TECHNOL|33.44
20200115|00162Q528|RFDA|84|ALPS ETF TR RIVERFRONT DYNAMIC|35.38
20200115|00162Q676|ENFR|2093|ALERIAN ENERGY INFRASTRUCTURE |21.20
20200115|00162Q718|IDOG|3626|ALPS ETF TR INTL SECTOR DIVID |27.45
20200115|00162Q783|RIGS|14367|RIVERFRONT STRATEGIC INCOME FD|24.91
20200115|00165C104|AMC|175875|AMC ENTMT HLDGS INC CL A COM S|6.85
20200115|00175J107|POWW|30948|AMMO INC|1.05
20200115|00180G106|HKIB|2931|AMTD INTL INC SPONSORED ADS|8.75
20200115|00206R102|T|748|AT&T INC. COM|38.09
20200115|00206R300|TBB|5623|AT&T INC 5.350% GLOBAL NTS|27.28
20200115|00206R409|TBC|3863|AT&T INC GLOBAL NT (DE)|28.04
20200115|00206R508|TPRA|2688|AT&T INC DEP SHS REPSTG 1/1000|26.20
20200115|00211V106|AACG|4218|ATA CREATIVITY GLOBAL SPONSORE|1.52
20200115|00211Y506|ABIO|411|ARCA BIOPHARMA INC COM PAR $.0|5.95
20200115|002120202|LIFE|12161|ATYR PHARMA INC COM NEW|5.97
20200115|00214Q104|ARKK|56|ARK ETF TR INNOVATION ETF (DE)|53.26
20200115|00214Q203|ARKQ|80|ARK AUTONOMOUS TECHNOLOGY & RO|39.61
20200115|00214Q302|ARKG|20489|ARK GENOMIC REVOLUTION ETF (DE|34.78
20200115|00214Q401|ARKW|794|ARK NEXT GENERATION INTERNET E|62.67
20200115|00214Q500|PRNT|1133|ARK ETF TR 3D PRINTING ETF|23.14
20200115|00214Q708|ARKF|2187|ARK ETF TR FINTECH INNOVATION |25.42
20200115|00216B105|ATIN|6948|ATI NATIONWIDE HLDG|0.01
20200115|00249N100|AYRSF|65|AYR STRATEGIES INC SUB VTG SH |9.20
20200115|00287Y109|ABBV|95706|ABBVIE INC COM STK (DE)|88.20
20200115|00288E300|ABMBF|7990|ABCOURT MINES INC CL-B (F)|0.05
20200115|003009107|FAX|2990|ABERDEEN ASIA-PACIFIC INCOME F|4.35
20200115|00301W105|AEF|200|ABERDEEN EMERGING MARKETS EQUI|7.91
20200115|003013109|FCO|1997|ABERDEEN GLOBAL INCOME FUND IN|8.20
20200115|00326L100|AOD|150|ABERDEEN TOTAL DYNAMIC DIVID F|9.07
20200115|003260106|PPLT|57|ABERDEEN STD PLATINUM ETF TR P|92.72
20200115|003261104|BCI|7704|ABERDEEN STD INVTS BLOOMBERG A|22.52
20200115|003261500|AOIL|22|ABERDEEN STD BLOOMBERG WTI CRU|25.30
20200115|003263100|GLTR|12504|ABERDEEN STD PRECIOUS METALS B|78.53
20200115|003793106|ABBRF|3|ABRAPLATA RESOURCE C (CANADA) |0.04
20200115|00386B109|ALSWF|7500|ABSOLUTE SOFTWARE CORP|6.95
20200115|00400R833|WBIN|3574|ABSOLUTE SHS TR WBI BULLBEAR T|19.68
20200115|00400R841|WBIT|2362|ABS SHS TRWBI BULLBEAR TREND S|20.51
20200115|004285110|ACAMW|2404|ACAMAR PARTNERS ACQUISITION CO|0.75
20200115|00430H102|AXDX|256|ACCELERATE DIAGNOSTICS INC STK|18.12
20200115|00430K402|ACST|482577|ACASTI PHARMA INC CL A SHS (CD|0.94
20200115|00431N108|ACCR|2500|ACCESS-POWER, INC. (FLORIDA) C|.
20200115|00436Q106|ACEL|122|ACCEL ENTMT INC COM CL A-1 (IL|12.00
20200115|004563102|AVHNY|11|Ackermans & Van Haaren Sa Unsp|14.68
20200115|00461U105|ACRS|1735|ACLARIS THERAPEUTICS INC COM|1.99
20200115|00484M106|ACOR|90208|ACORDA THERAPEUTICS INC|2.34
20200115|00489Y402|ACRGF|900|ACREAGE HLDGS INC COM SUB VTG(|5.84
20200115|00507W107|ATNM|3274915|ACTINIUM PHARMACEUTICALS, INC.|0.28
20200115|00508Y102|AYI|1181|ACUITY BRANDS INC (HOLDING COM|118.66
20200115|006212104|ADX|2|ADAMS DIVERSIFIED EQUITY FUND |16.02
20200115|00650F109|ADPT|5810|ADAPTIVE BIOTECHNOLOGIES CORP |29.19
20200115|00653A107|ADAP|82043|ADAPTIMMUNE THERAPEUTICS PLC S|4.04
20200115|00653Q102|AHCO|100|ADAPTHEALTH CORP CL A|11.23
20200115|00688A106|ADIL|4352|ADIAL PHARMACEUTICALS INC COM |2.34
20200115|00725J102|ADOCY|50|ADOCIA SPONSORED ADR (FRA)|12.38
20200115|00737L103|ATGE|72|ADTALEM GLOBAL ED INC COM (DE)|36.20
20200115|00738A106|ADTN|1430|ADTRAN INC|9.94
20200115|00762U200|ATEYY|40|ADVANTEST CORPORATION NEW ADS |58.02
20200115|007624307|ADXS|99686|ADVAXIS INC COM PAR $0.001 (DE|1.15
20200115|00768Y206|AADR|709|ADVISORSHARES DORSEY WRIGHT AD|55.22
20200115|00768Y461|DWEQ|24585|ADVISORSHARES TR DORSEY WRIGHT|25.70
20200115|00768Y479|DWAW|16046|ADVISORSHARES TR DORSEY WRIGHT|25.79
20200115|00768Y487|DWUS|40393|ADVISORSHARES TR DORSEY WRIGHT|25.62
20200115|00768Y495|YOLO|11160|ADVISORSHARES TR PURE CANNABIS|12.02
20200115|00768Y537|DWMC|1|ADVISORSHARES TR DORSEY WRIGHT|24.03
20200115|00768Y560|CWS|1370|ADVISORSHARES TR ADVISORSHARES|37.78
20200115|00768Y586|SCAP|55|ADVISORSHARES TR CORNERSTONE S|37.86
20200115|00768Y834|FWDB|173|ADVISORSHARES FOLIOBEYOND SMAR|26.44
20200115|00768Y883|HDGE|57866|ADVISORSHARES TRUST RANGER EQU|5.21
20200115|00771V108|AERI|5875|AERIE PHARMACEUTICALS INC COM |25.52
20200115|00774B208|AKOM|179|AERKOMM INC COM NEW|18.00
20200115|00775N102|ADGO|2625802|ADVANTEGO CORP|.
20200115|00783V104|ADYEY|43|ADYEN N V (NETHERLANDS)|16.90
20200115|00790X101|ADSW|1164|ADVANCED DISP SVCS INC DEL COM|32.93
20200115|00791E102|ADVZF|500|ADVENTUS MNG CORP (CANADA)|0.69
20200115|007924103|AEG|23743|AEGON NV -ORD-|4.41
20200115|007975402|AEZS|6286|AETERNA ZENTARIS INC COM STK (|1.06
20200115|00810B105|ARPO|3499|AERPIO PHARMACEUTICALS INC COM|0.61
20200115|008252108|AMG|729|AFFILIATED MANAGERS GROUP INC |84.78
20200115|00829A601|AGGFF|51|AFRICAN GOLD GROUP INC COM NEW|0.14
20200115|00847L100|AGRX|30657|AGILE THERAPEUTICS INC COM STK|2.98
20200115|008474108|AEM|6817|AGNICO EAGLE MINES LTD|58.20
20200115|00848H108|AGE|1263|AGEX THERAPEUTICS INC COM (DE)|1.85
20200115|00856G109|AGFS|2562|AGROFRESH SOLUTIONS INC COM ST|2.62
20200115|00856J202|AGTK|119708|AGRITEK HLDGS INC COM NEW|0.03
20200115|008712200|ADERY|49|AIDA ENGINEERING LTD ADR|95.35
20200115|00901B105|AIM|509851|AIM IMMUNOTECH INC COM|0.67
20200115|00912N205|AIRI|685|AIR INDUSTRIES GROUP COM STK (|2.69
20200115|009126202|AIQUY|119|AIR LIQUIDE ADR|28.22
20200115|009136201|ANZLY|3803|AIR NEW ZEALAND LTD SPONSORED |9.90
20200115|00919P302|AIRTP|57|AIR T FDG 8% ALPHA INCOME TR P|25.00
20200115|009279100|EADSY|660|AIRBUS SE AMERICAN DEPOSITARY |37.71
20200115|00950R100|AIPUY|1260|AIRPORTS OF THAILAND PUBLIC CO|25.70
20200115|00972D105|AKBA|27|AKEBIA THERAPEUTICS INC COM|6.90
20200115|00972L107|AKCA|3361|AKCEA THERAPEUTICS INC COM|18.83
20200115|00973W102|KERN|40800|AKERNA CORP COM|7.24
20200115|00973W110|KERNW|7227|AKERNA CORP WT EXP 08/01/24|0.86
20200115|009905100|AKTAF|90|AKITA DRILLING LTD CL-A N-VTG |0.81
20200115|010392462|ALPPRQ|17|ALABAMA PWR CO PFD CL A %|28.04
20200115|011642105|ALRM|1955|ALARM COM HLDGS INC COM|43.00
20200115|011659109|ALK|49481|ALASKA AIR GROUP INC|66.18
20200115|012653101|ALB|56774|ALBEMARLE CORP|78.18
20200115|01434T100|AXXDF|89|ALDERON IRON ORE CORP. ORDINAR|0.15
20200115|01444Q104|ALEAF|4267|ALEAFIA HEALTH INC (CANADA)|0.46
20200115|014442107|ALEC|50|ALECTOR INC COM (DE)|18.44
20200115|01535P106|AXU|76610|Alexco Resource Corp Common Sh|1.89
20200115|015393101|ALFVY|9|Alfa-Laval Ab Unsponsored ADR |25.63
20200115|015857105|AQN|8700|ALGONQUIN POWER ORDINARY SHARE|14.35
20200115|01609W102|BABA|154|ALIBABA GROUP HLDG LTD SPONSOR|226.49
20200115|016230104|ALCO|300|ALICO INC|36.50
20200115|016255101|ALGN|88|ALIGN TECHNOLOGY INC|287.61
20200115|01626P403|ANCUF|25|ALIMENTATION COUCHE TRAD INC S|33.38
20200115|01627X108|ALO|9902|ALIO GOLD INC COM (CANADA)|0.73
20200115|01643A207|WTER|98565|ALKALINE WTR CO INC|1.64
20200115|01671P100|ALLK|2354|ALLAKOS INC COM (DE)|82.07
20200115|01749N129|ALGRR|12328|ALLEGRO MERGER CORP RT EXP 12/|0.35
20200115|01877R108|ARLP|18494|ALLIANCE RESOURCES PART L.P.|11.23
20200115|01879R106|AWF|95|ALLIANCEBERNSTEIN GLOBAL HIGH |12.29
20200115|018802108|LNT|1902|ALLIANT ENERGY CORPORATION|55.62
20200115|018805101|AZSEY|330|ALLIANZ SE SPONSORED ADR REPST|24.30
20200115|018820100|ALIZY|119|ALLIANZ SE|24.39
20200115|018828103|NCV|48|ALLIANZGI CONV & INC FND COM S|5.83
20200115|018828707|NCVPRA|106|ALLIANZGI CONV & INCOME FD|26.69
20200115|01883A107|NFJ|372|ALLIANZGI NFJ DIVID INT & PREM|13.10
20200115|01883H102|CBH|386|ALLIANZGI CONV & INCOME 2024|9.92
20200115|019770106|ALLO|34412|ALLOGENE THERAPEUTICS INC|26.15
20200115|019860105|AYSI|74|ALLOY STEEL INTL INC|1.52
20200115|01988P108|MDRX|135|ALLSCRIPTS HEALTHCARE SOLUTION|9.47
20200115|020002309|ALLPRB|2200|ALLSTATE CORP SUB DEB FIXED TO|27.72
20200115|020002408|ALLPRACL|763|ALLSTATE CORP DEP SHS REPSTG 1|24.99
20200115|020002838|ALLPRH|480|ALLSTATE CORP DEPOSITARY SHS R|26.30
20200115|020283305|AAU|23732|ALMADEN MINERALS LTD COM CLASS|0.51
20200115|02071M507|ALBKY|123|ALPHA BK A E SPONSORED ADR NEW|0.51
20200115|02072E108|ALPE|2177|ALPHA-EN CORPORATION COMMON ST|0.40
20200115|02072L300|IMOM|37|ALPHA ARCHITECT INTL QUANTITAT|27.94
20200115|02072L607|FRDM|1684|ALPHA ARCHITECT ETF TR FREEDOM|28.23
20200115|02072L706|WIZ|7484|ALPHA ARCH ETF TR MERLYN AI BU|27.48
20200115|02075W105|ALLIF|5780|ALPHA LITHIUM CORP (CANADA)|0.27
20200115|02079K107|GOOG|57033|ALPHABET INC CAP STK CL C|1430.88
20200115|021244207|ALSMY|859|Alstom Unsponsored ADR (France|4.87
20200115|02133L109|AMRQQ|3570|ALTA MESA RES INC CL A (DE)|0.01
20200115|021369103|ALTR|68|ALTAIR ENGR INC CL A COM|38.94
20200115|02146M201|ALYI|1000000|Alternet Systems, Inc. New Com|.
20200115|02155X106|ATHE|100|ALTERITY THERAPEUTICS LTD SPON|0.78
20200115|02156B103|AYX|1519|ALTERYX INC COM CL A|120.37
20200115|02209S103|MO|363|ALTRIA GROUP,INC.|50.87
20200115|022276109|ACH|2331|ALUIMINUM CORP OF CHINA ADR (2|8.62
20200115|02255Q100|ALVOF|3462|ALVOPETRO ENERGY LTD COMMON SH|0.58
20200115|022631204|AMDLY|55|AMADA HOLDINGS CO LTD ADR - UN|48.00
20200115|02301P205|AMAR|641|AMARILLO BIOSCIENCES INC COM N|0.28
20200115|02301T108|AGCBF|59451|AMARILLO GOLD CORPORATION|0.16
20200115|023135106|AMZN|5017|AMAZON COM INC;COM USD0.01|1869.44
20200115|02322P200|AMBO|70|AMBOW ED HLDG LTD|1.55
20200115|023436108|AMED|2968|AMEDISYS INC|177.02
20200115|023608102|AEE|47212|AMEREN CORP|77.61
20200115|02364V107|ATAX|1244|AMERICA FIRST MULTIFAMILY INVS|7.61
20200115|02364W204|AMOV|1169|AMER MOVIL SAB DE CV SPONSORED|15.78
20200115|02451V101|ABML|285886|AMERICAN BATTERY METALS CORP N|0.03
20200115|025072109|KORP|2818|AMERICAN CENTY ETF TR DIVERSIF|51.44
20200115|025072208|VALQ|82|AMERICAN CENTY ETF TR STOXX US|43.37
20200115|025072307|QGRO|2439|AMERICAN CENTY ETF TR STOXX US|46.46
20200115|025072406|QINT|1099|AMERICAN CENTY ETF TR QUALITY |42.32
20200115|025072505|TAXF|3362|AMERICAN CENTY ETF TR DIVERSIF|53.41
20200115|025072604|AVEM|5880|AMERICAN CENTY ETF TR AVANTIS |55.86
20200115|025072703|AVDE|1297|AMERICAN CENTY ETF TR AVANTIS |54.15
20200115|025072802|AVDV|577|AMERICAN CENTY ETF TR AVANTIS |55.11
20200115|025072877|AVUV|841|AMERICAN CENTY ETF TR AVANTIS |53.26
20200115|025072885|AVUS|9987|AMERICAN CENTY ETF TR AVANTIS |55.19
20200115|02553E106|AEO|40|AMERICAN EAGLE OUTFITTER INC C|14.73
20200115|025537127|AEPPRB|73|AMERICAN ELEC PWR CO INC CORP |54.45
20200115|025676503|AELPRA|313|AMERICAN EQUITY INVT LIFE HLDG|26.40
20200115|025816109|AXP|1|AMERICAN EXPRESS COMPANY|128.80
20200115|025932880|AFGC|413|AMERICAN FINL GROUP INC OHIO S|26.97
20200115|026874784|AIG|316|AMERICAN INTL GROUP INC COM ST|52.34
20200115|029227105|ARA|10|AMERICAN RENAL ASSOCS HLDGS IN|9.75
20200115|02927U208|AREC|921|AMERICAN RES CORP COM NEW|0.65
20200115|03027X100|AMT|1|AMERICAN TOWER CORP REIT (DE) |233.95
20200115|03074G109|ARREF|18078|AMERIGO RESOURCES LTD|0.42
20200115|03076C106|AMP|1|AMERIPRISE FINANCIAL, INC. COM|168.42
20200115|03114B102|AMXEF|100|AMEX EXPL INC (CANADA)|1.12
20200115|031146103|FUNN|48017|AMFIL TECHNOLOGIES INC COM STK|0.04
